"ENROLLMENT ID - BUYER","ENROLLMENT STATE - BUYER","PROVIDER TYPE CODE - BUYER","PROVIDER TYPE TEXT - BUYER","NPI - BUYER","MULTIPLE NPI FLAG - BUYER","CCN - BUYER","ASSOCIATE ID - BUYER","ORGANIZATION NAME - BUYER","DOING BUSINESS AS NAME - BUYER","CHOW TYPE CODE","CHOW TYPE TEXT","EFFECTIVE DATE","ENROLLMENT ID - SELLER","ENROLLMENT STATE - SELLER","PROVIDER TYPE CODE - SELLER","PROVIDER TYPE TEXT - SELLER","NPI - SELLER","MULTIPLE NPI FLAG - SELLER","CCN - SELLER","ASSOCIATE ID - SELLER","ORGANIZATION NAME - SELLER","DOING BUSINESS AS NAME - SELLER"
O20190724002352,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1083862379,N,673819,5294871240,PANHANDLE FAMILY CARE LLC,FAMILY CARE CLINIC OF CLAUDE,CH,CHANGE OF OWNERSHIP,08/01/2019,O20081027000119,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1083862379,N,673819,5496813065,"CLAUDE FAMILY MEDICAL CLINIC, LLC",
O20190726001622,MI,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1427609312,Y,233903,7012902265,PROMEDICA CENTRAL CORPORATION OF MICHIGAN,PROMEDICA PHYSICIANS HEALTH SPEIALISTS OF LENAWEE,CH,CHANGE OF OWNERSHIP,01/01/2019,O20040614000329,MI,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1184802886,N,233903,2163405622,HEALTH SPECIALISTS OF LENAWEE P C,
O20190726002811,CA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1093274508,N,058710,3072421197,ADVENTIST HEALTH CLEARLAKE HOSPITAL INC.,ADVENTIST HEALTH CLEARLAKE,CH,CHANGE OF OWNERSHIP,05/03/2019,O20021022000006,CA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1023183829,N,553967,0143138792,ROBERT WILLIAM GARDNER,LUCERNE COMMUNITY CLINIC
O20190801000526,MI,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1932662996,N,238572,3678543659,MEMORIAL MEDICAL CENTER OF WEST MICHIGAN,COREWELL HEALTH LUDINGTON HOSPITAL FAMILY MEDICINE-GRANT,CH,CHANGE OF OWNERSHIP,06/28/2019,O20100628000621,MI,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1013040492,N,238572,4880503051,NEWAYGO COUNTY GENERAL HOSPITAL ASSOCIATION,SPECTRUM HEALTH GERBER MEMORIAL FAMILY MEDICINE-GRANT
O20190814000505,IN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1447805965,N,158540,2466497482,SULLIVAN COUNTY COMMUNITY HOSPITAL,FAMILY PRACTICE ASSOCIATES OF SULLIVAN COUNTY,CH,CHANGE OF OWNERSHIP,10/01/2019,O20140812000686,IN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1811317977,N,153868,0547486136,MSO CLINICS INC,FAMILY PRACTICE ASSOCIATES OF SULLIVAN COUNTY
O20190828001624,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1336602838,N,188500,7113224783,T J HEALTH COLUMBIA INC,T J HEALTH TOMPKINSVILLE CLINIC,CH,CHANGE OF OWNERSHIP,09/01/2019,O20151009001228,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1356729099,N,188500,0648182600,T J SAMSON COMMUNITY HOSPITAL,TJ SAMSON TOMPKINSVILLE CLINIC
O20190909003930,SC,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1003461773,N,423468,0840582656,MCLEOD HEALTH CLARENDON,MCLEOD FAMILY MEDICINE-TIMMONSVILLE,CH,CHANGE OF OWNERSHIP,08/15/2019,O20060810000058,SC,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1528162112,N,428962,8224031307,MCLEOD PHYSICIAN ASSOCIATES II,MCLEOD FAMILY PRACTICE TIMMONSVILLE
O20190910000321,SC,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1144875774,N,423467,0840582656,MCLEOD HEALTH CLARENDON,,CH,CHANGE OF OWNERSHIP,08/01/2019,O20071002000562,SC,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1912001645,N,428989,8224031307,MCLEOD PHYSICIAN ASSOCIATES II,MCLEOD FAMILY MEDICINE - JOHNSONVILLE
O20190917002276,LA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1679134407,N,198519,8921380528,CLHG-AVOYELLES LLC,MARKSVILLE FAMILY CARE CENTER,CH,CHANGE OF OWNERSHIP,09/01/2019,O20030807000022,LA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1285652156,N,193820,8921919580,C H WILKINSON PHYSICIAN NETWORK,CHRISTUS PHYSICIAN GROUP
O20190918000128,NC,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1881161347,N,343427,2769715671,"MH BLUE RIDGE MEDICAL CENTER, LLLP",,CH,CHANGE OF OWNERSHIP,02/01/2019,O20060729000000,NC,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1447261698,N,343427,0648181966,"BLUE RIDGE REGIONAL HOSPITAL, INC.",MISSION FAMILY MEDICAL CENTER
O20191010000492,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1821399767,N,458839,6901117175,SCOTT & WHITE HOSPITAL - MARBLE FALLS,BAYLOR SCOTT & WHITE MEDICAL CENTER-MARBLE FALLS,CH,CHANGE OF OWNERSHIP,09/01/2019,O20110208001109,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1821399767,N,458839,4082803614,MID COAST MEDICAL CENTER - CENTRAL,SCOTT & WHITE MEDICAL CENTER-LLANO
O20191014000212,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1730480393,N,458686,6901117175,SCOTT & WHITE HOSPITAL - MARBLE FALLS,BAYLOR SCOTT & WHITE MEDICAL CENTER-MARBLE FALLS,CH,CHANGE OF OWNERSHIP,09/01/2019,O20110112000983,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1730480393,N,458686,4082803614,MID COAST MEDICAL CENTER - CENTRAL,BAYLOR SCOTT& WHITE MEDICAL CENTER-LLANO
O20191014001401,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1699332338,N,673920,8628308533,"ADVENTHEALTH FAMILY MEDICINE RURAL HEALTH CLINICS, INC",ADVENTHEALTH FAMILY MEDICINE CLINIC COPPERAS COVE,CH,CHANGE OF OWNERSHIP,09/01/2019,O20120411000755,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1700150869,N,673920,8224009097,"FAMILY MEDICINE RURAL HEALTH CLINIC, PA",FAMILY MEDICINE CLINIC
O20191014002768,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1639735335,N,458905,8628308533,"ADVENTHEALTH FAMILY MEDICINE RURAL HEALTH CLINICS, INC",ADVENTHEALTH FAMILY MEDICINE CLINIC LAMPASAS,CH,CHANGE OF OWNERSHIP,09/01/2019,O20090108000127,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1699731257,N,458905,8224009097,"FAMILY MEDICINE RURAL HEALTH CLINIC, PA",
O20191015001323,IA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1558920447,N,168624,9931010790,PEOPLES MEMORIAL HOSPITAL,BCHC FAMILY MEDICINE - OELWEIN,CH,CHANGE OF OWNERSHIP,09/23/2019,O20070711000798,IA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1649228412,N,168904,8729992318,IOWA PHYSICIANS CLINIC MEDICAL FOUNDATION,UNITYPOINT CLINIC FAMILY MEDICINE OELWEIN
O20191016000683,SC,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1891878971,Y,428948,6406187855,"CHEROKEE COMMUNITY CARE, LLC",,CH,CHANGE OF OWNERSHIP,09/16/2019,O20090601000366,SC,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1891878971,N,428948,1759430309,"CHEROKEE CHILDREN'S CLINIC, PA",
O20191017001548,TN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1427604198,N,448918,1951650613,WT MEDICAL ASSOCIATES,MEDSOUTH MEDICAL CENTER DYERSBURG,CH,CHANGE OF OWNERSHIP,10/01/2019,O20111014000338,TN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1750688479,N,448918,3971781006,WEST TENNESSEE MEDICAL GROUP INC,"MEDSOUTH MEDICAL CENTER, DYERSBURG"
O20191021002105,SC,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1326693953,N,423466,0840582656,MCLEOD HEALTH CLARENDON,,CH,CHANGE OF OWNERSHIP,08/01/2019,O20150325002110,SC,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1275689002,N,423857,8224031307,MCLEOD PHYSICIAN ASSOCIATES II,MCLEOD FAMILY MEDICINE KINGSTREE
O20191022003061,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1639511207,N,673417,6901117175,SCOTT & WHITE HOSPITAL - MARBLE FALLS,BAYLOR SCOTT & WHITE MEDICAL CENTER - MARBLE FALLS,CH,CHANGE OF OWNERSHIP,09/01/2019,O20131007001086,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1639511207,N,673417,4082803614,MID COAST MEDICAL CENTER - CENTRAL,BAYLOR SCOTT & WHITE MEDICAL CENTER-LLANO
O20191025000822,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1902107568,N,458799,6901117175,SCOTT & WHITE HOSPITAL - MARBLE FALLS,BAYLOR SCOTT & WHITE MEDICAL CENTER - MARBLE FALLS,CH,CHANGE OF OWNERSHIP,09/01/2019,O20110112000471,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1902107568,N,458799,4082803614,MID COAST MEDICAL CENTER - CENTRAL,BAYLOR SCOTT & WHITE MEDICAL CENTER-LLANO
O20191028001507,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1376844936,N,458693,6901117175,SCOTT & WHITE HOSPITAL - MARBLE FALLS,BAYLOR SCOTT & WHITE MEDICAL CENTER - MARBLE FALLS,CH,CHANGE OF OWNERSHIP,09/01/2019,O20110112001029,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1376844936,N,458693,4082803614,MID COAST MEDICAL CENTER - CENTRAL,BAYLOR SCOTT & WHITE MEDICAL CENTER-LLANO
O20191028002531,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1699076257,N,453413,6901117175,SCOTT & WHITE HOSPITAL - MARBLE FALLS,BAYLOR SCOTT & WHITE MEDICAL CENTER - MARBLE FALLS,CH,CHANGE OF OWNERSHIP,09/01/2019,O20110113000542,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1699076257,N,453413,4082803614,MID COAST MEDICAL CENTER - CENTRAL,BAYLOR SCOTT & WHITE MEDICAL CENTER-LLANO
O20191104000162,MA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1124686530,N,223978,1254240773,FAIRVIEW HOSPITAL,WILLIAMSTOWN MEDICAL,CH,CHANGE OF OWNERSHIP,09/30/2019,O20190708000512,MA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1124686530,N,223803,8224068424,BERKSHIRE FACULTY SERVICES INC,WILLIAMSTOWN MEDICAL
O20191104001304,MA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1881252286,N,223976,1254240773,FAIRVIEW HOSPITAL,EAST MOUNTAIN MEDICAL,CH,CHANGE OF OWNERSHIP,09/30/2019,O20190717001710,MA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1881252286,N,223802,8224068424,BERKSHIRE FACULTY SERVICES INC,EAST MOUNTAIN MEDICAL
O20191105002270,IA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1699327205,N,168629,8224931548,UNITY HEALTHCARE,UNITYPOINT CLINIC - EXPRESS CARE - NORTH PORT,CH,CHANGE OF OWNERSHIP,12/08/2019,O20180702001521,IA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1194215269,N,168970,8729992318,IOWA PHYSICIANS CLINIC MEDICAL FOUNDATION,UNITYPOINT CLINIC-EXPRESS CARE-NORTH PORT (RHC)
O20191105002566,IA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1144872805,N,168630,8224931548,UNITY HEALTHCARE,UNITYPOINT CLINIC - NORTH PORT,CH,CHANGE OF OWNERSHIP,12/08/2019,O20180629001699,IA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1528558699,N,168974,8729992318,IOWA PHYSICIANS CLINIC MEDICAL FOUNDATION,UNITYPOINT CLINIC FAMILY MEDICINE NORTH PORT
O20191105002730,IA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1184276958,N,168631,8224931548,UNITY HEALTHCARE,UNITYPOINT CLINIC - FAMILY MEDICINE - WILTON,CH,CHANGE OF OWNERSHIP,12/08/2019,O20180827000255,IA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1356831531,N,168973,8729992318,IOWA PHYSICIANS CLINIC MEDICAL FOUNDATION,UNITYPOINT CLINIC FAMILY MEDICINE-WILTON
O20191105002813,IA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1326690082,N,168627,8224931548,UNITY HEALTHCARE,UNITYPOINT CLINIC - PRIMARY CARE - MULBERRY,CH,CHANGE OF OWNERSHIP,12/08/2019,O20180712000986,IA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1427548148,N,168971,8729992318,IOWA PHYSICIANS CLINIC MEDICAL FOUNDATION,UNITYPOINT CLINIC PEDIATRICS MULBERRY
O20191106000532,IA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1447802400,N,168628,8224931548,UNITY HEALTHCARE,UNITYPOINT CLINIC - MULBERRY,CH,CHANGE OF OWNERSHIP,12/08/2019,O20180726001535,IA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1306335740,N,168972,8729992318,IOWA PHYSICIANS CLINIC MEDICAL FOUNDATION,UNITYPOINT CLINIC FAMILY MEDICINE MULBERRY
O20191112000089,IN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1023009339,N,158516,6901871276,PERRY COUNTY MEMORIAL HOSPITAL,TELL CITY CLINIC,CH,CHANGE OF OWNERSHIP,10/01/2019,O20141021000209,IN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1023009339,N,158516,0648275255,TELL CITY CLINIC,TELL CITY CLINIC
O20191112000884,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1861958274,N,453918,7517137748,HUNT REGIONAL MEDICAL PARTNERS,,CH,CHANGE OF OWNERSHIP,08/01/2019,O20091105000677,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1508848029,N,453918,0042279846,SELVAGGI INVESTMENTS,LIVE OAK PROFESSIONAL CENTER
O20191112001070,MT,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1003466822,N,273824,6406288547,BATES FAMILY DIVERSIFIED LLC,THREE RIVERS CLINIC,CH,CHANGE OF OWNERSHIP,10/01/2019,O20080721000788,MT,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1851425789,N,273824,5698848869,"THREE RIVERS CLINIC, LLC",
O20191119003103,MA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1639737042,N,223977,1254240773,FAIRVIEW HOSPITAL,WILLIAMSTOWN MEDICAL AT NORTH ADAMS,CH,CHANGE OF OWNERSHIP,09/30/2019,O20190708001033,MA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1639737042,N,223804,8224068424,BERKSHIRE FACULTY SERVICES INC,WILLIAMSTOWN MEDICAL AT NORTH ADAMS
O20191120001514,TN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1578125647,N,883800,7012246069,FAMILY CLINIC AT THE LAKE PLLC,,CH,CHANGE OF OWNERSHIP,11/01/2019,O20171020001919,TN,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1851593594,N,883800,8426148206,MELANIE A REAVES PLLC,FAMILY CLINIC AT THE LAKE
O20191125001301,AL,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1477979672,N,013457,4082047477,RMCCA CLINIC A LLC,REGIONAL MEDICAL CENTER CLINICS,CH,CHANGE OF OWNERSHIP,09/01/2019,O20190711000392,AL,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1477979672,N,013457,9436418209,THE HEALTH CARE AUTHORITY OF THE CITY OF GREENVILLE - LV STABLER HOSPI,REGIONAL MEDICAL CENTER CLINICS
O20200110001501,CA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1417027095,N,058625,3072421197,ADVENTIST HEALTH CLEARLAKE HOSPITAL INC.,ADVENTIST HEALTH CLEARLAKE,CH,CHANGE OF OWNERSHIP,12/30/2019,O20060915000590,CA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1417027095,N,058625,6406816123,UKIAH ADVENTIST HOSPITAL,ADVENTIST HEALTH UKIAH VALLEY
O20200121000684,IA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1164068656,N,168635,0941587307,UNITYPOINT HEALTH - MARSHALLTOWN,UNITYPOINT CLINIC - FAMILY MEDICINE - PARKERSBURG,CH,CHANGE OF OWNERSHIP,12/22/2019,O20081203000311,IA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1811945587,N,168903,8729992318,IOWA PHYSICIANS CLINIC MEDICAL FOUNDATION,UNITYPOINT CLINIC FAMILY MEDICINE PARKERSBURG
O20200123000747,NY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1093362931,N,333992,3678550837,LITTLE FALLS HOSPITAL,,CH,CHANGE OF OWNERSHIP,12/19/2019,O20190826001743,NY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1780600577,Y,333992,3779488325,MARY IMOGENE BASSETT HOSPITAL,
O20200123001265,NY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1912554791,N,333995,3678550837,LITTLE FALLS HOSPITAL,LITTLE FALLS HOSPITAL RICHFIELD SPRINGS HEALTH CENTER,CH,CHANGE OF OWNERSHIP,12/19/2019,O20190827001123,NY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1780600577,Y,333995,3779488325,MARY IMOGENE BASSETT HOSPITAL,
O20200123001640,NY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1205483005,N,333996,3678550837,LITTLE FALLS HOSPITAL,LITTLE FALLS HOSPITAL WEST WINFIELD HEALTH CENTER,CH,CHANGE OF OWNERSHIP,12/19/2019,O20190822001063,NY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1780600577,Y,333996,3779488325,MARY IMOGENE BASSETT HOSPITAL,
O20200123001640,NY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1205483005,N,333996,3678550837,LITTLE FALLS HOSPITAL,LITTLE FALLS HOSPITAL WEST WINFIELD HEALTH CENTER,CH,CHANGE OF OWNERSHIP,12/19/2019,O20190827000053,NY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1780600577,N,333996,3779488325,MARY IMOGENE BASSETT HOSPITAL,
O20200124000946,NY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1104473990,N,333993,3678550837,LITTLE FALLS HOSPITAL,,CH,CHANGE OF OWNERSHIP,12/19/2019,O20190821002520,NY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1780600577,Y,333993,3779488325,MARY IMOGENE BASSETT HOSPITAL,
O20200128000331,OH,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1629628920,N,363418,8921431131,ADAMS COUNTY REGIONAL MEDICAL CENTER,ADAMS COUNTY REGIONAL MEDICAL CENTER FAMILY MEDICINE (ACRMC),CH,CHANGE OF OWNERSHIP,10/01/2019,O20181018002006,OH,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1821578246,N,363418,5799730354,ADAMS COUNTY HOSPITAL,
O20200205000285,IA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1255977740,N,168634,0941587307,UNITYPOINT HEALTH - MARSHALLTOWN,UNITYPOINT CLINIC - FAMILY MEDICINE - GRUNDY CENTER,CH,CHANGE OF OWNERSHIP,12/22/2019,O20050308000535,IA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1013952183,N,168953,8729992318,IOWA PHYSICIANS CLINIC MEDICAL FOUNDATION,UNITYPOINT CLINIC FAMILY MEDICINE GRUNDY  CENTER
O20200219000430,KS,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1982242152,N,178567,4587090121,HILLSBORO HOSPITAL LLC,HILLSBORO CLINIC,CH,CHANGE OF OWNERSHIP,12/09/2019,O20111103000922,KS,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1063792919,N,178567,0345300323,CAH ACQUISITION COMPANY 5 LLC,HILLSBORO CLINIC
O20200224000801,AL,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1508491093,N,013486,3476878489,RUSSELLVILLE HOSPITAL INC.,RUSSELLVILLE HOSPITAL FAMILY CARE FIRST CLINIC,CH,CHANGE OF OWNERSHIP,12/13/2019,O20131111001637,AL,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1568758274,N,018913,6901086131,FAMILY CARE FIRST INC,
O20200228000357,OR,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1417098773,N,383802,3476786609,ORCHID OAKRIDGE CLINIC PC,ORCHID HEALTH- MCKENZIE RIVER CLINIC,CH,CHANGE OF OWNERSHIP,01/01/2020,O20101108000756,OR,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1417098773,N,383802,4587650361,MCKENZIE RIVER CLINIC,
O20200306000220,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1255847745,N,268648,8820329782,COX BARTON COUNTY HOSPITAL,MEDICAL ONE CLINIC,CH,CHANGE OF OWNERSHIP,01/01/2018,O20180518000109,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1295241784,N,268762,6406116797,CBCH LLC,
O20200310001975,ME,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1295367803,N,208528,3476462797,SEBASTICOOK VALLEY HEALTH,NORTHERN LIGHT SEBASTICOOK VALLEY HOSPITAL,CH,CHANGE OF OWNERSHIP,01/13/2020,O20040719000123,ME,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1760450910,N,203857,8325027824,NEWPORT FAMILY PRACTICE PA,NEWPORT FAMILY PRACTICE
O20200320000349,MS,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1770715450,N,258556,1052397767,FORREST COUNTY GENERAL HOSPITAL,,CH,CHANGE OF OWNERSHIP,02/01/2020,O20091027000524,MS,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1770715450,N,258556,5496704363,PEARL RIVER COUNTY HOSPITAL & NURSING HOME,
O20200401003164,CA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1285054106,N,058676,3072421197,ADVENTIST HEALTH CLEARLAKE HOSPITAL INC.,ADVENTIST HEALTH CLEARLAKE,CH,CHANGE OF OWNERSHIP,04/01/2020,O20190514001491,CA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1285054106,N,058676,9234036088,RIDEOUT MEMORIAL HOSPITAL,ADVENTIST HEALTH AND RIDEOUT
O20200402000632,CA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1912092792,N,058604,3072421197,ADVENTIST HEALTH CLEARLAKE HOSPITAL INC.,ADVENTIST HEALTH CLEARLAKE,CH,CHANGE OF OWNERSHIP,04/01/2020,O20190520001900,CA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1912092792,N,058604,9234036088,RIDEOUT MEMORIAL HOSPITAL,ADVENTIST HEALTH AND RIDEOUT
O20200403000182,ME,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1548382328,N,203993,1355770892,MRH CORP,NORTHERN LIGHT PRIMARY CARE DOVER-FOXCROFT,CH,CHANGE OF OWNERSHIP,03/01/2020,O20070418000369,ME,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1548382328,N,203993,6305755141,HOSPITAL ADMINISTRATIVE DISTRICT 4,DOVER FOXCROFT FAMILY PRACTICE
O20200406001647,ME,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1033231154,N,203991,1355770892,MRH CORP,NORTHERN LIGHT PRIMARY CARE MILO,CH,CHANGE OF OWNERSHIP,03/01/2020,O20070418000343,ME,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1033231154,N,203991,6305755141,HOSPITAL ADMINISTRATIVE DISTRICT 4,MILO FAMILY PRACTICE
O20200408000988,ME,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1891888657,N,208522,1355770892,MRH CORP,NORTHERN LIGHT PRIMARY CARE CORINTH,CH,CHANGE OF OWNERSHIP,03/01/2020,O20130528000010,ME,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1891888657,N,208522,6305755141,HOSPITAL ADMINISTRATIVE DISTRICT 4,
O20200413001955,MI,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1104459627,N,238533,9032008495,BRONSON LAKEVIEW HOSPITAL,BRONSON LAKEVIEW FAMILY CARE - BANGOR,CH,CHANGE OF OWNERSHIP,03/31/2020,O20170505001368,MI,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1770599052,N,238533,6204724834,BRONSON SOUTH HAVEN HOSPITAL,BRONSON SOUTH HAVEN FAMILY MEDICINE COOPER CLINIC
O20200501000241,IA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1487289955,N,168641,0547257990,HAWARDEN REGIONAL HEALTHCARE,AKRON CLINIC,CH,CHANGE OF OWNERSHIP,05/01/2020,O20030310000010,IA,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1902840671,N,163830,5799694063,MERCY MEDICAL SERVICES,MERCYONE AKRON FAMILY MEDICINE
O20200504001214,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1306484050,N,673976,6103255732,"HUNTSVILLE COMMUNITY HOSPITAL, INC.",HUNTSVILLE MEMORIAL HOSPITAL,CH,CHANGE OF OWNERSHIP,02/28/2020,O20050908000770,TX,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1972628816,N,673976,9830121656,WALKER COUNTY HOSPITAL CORPORATION,HUNTSVILLE MEMORIAL HOSPITAL
O20200505000146,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1568098838,N,183490,0840107835,APPALACHIAN REGIONAL HEALTHCARE INC,ARH MEDICAL AND SPECIALTY ASSOCIATES - SALYERSVILLE,CH,CHANGE OF OWNERSHIP,04/30/2020,O20190917001713,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1396304044,N,183490,4183953805,"ARH TUG VALLEY HEALTH SERVICES, INC.",ARH MEDICAL AND SPECIALTY ASSOCIATES - SALYERSVILLE
O20200505000268,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1194351460,N,183477,8123293818,"ARH MARY BRECKINRIDGE HEALTH SERVICES, INC.",ARH MEDICAL AND SPECIALTY ASSOCIATES - HAROLD,CH,CHANGE OF OWNERSHIP,04/30/2020,O20190917001196,KY,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1033778782,N,183477,4183953805,"ARH TUG VALLEY HEALTH SERVICES, INC.",ARH MEDICAL AND SPECIALTY ASSOCIATES - HAROLD
O20200505002302,OK,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1982233656,N,373471,3678904752,RURAL WELLNESS FAIRFAX INC,RURAL WELLNESS PAWNEE CLINIC,CH,CHANGE OF OWNERSHIP,03/20/2020,O20130503000323,OK,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1598039620,N,373471,8820123052,CAH ACQUISITION COMPANY 12 LLC,THE PAWNEE CLINIC
