title,field,description
Newly Reported Drugs Data Dictionary,line_extension,"Line Extension Drug Indicator: Identifies whether a product is a line extension drug as defined in Section 1927(c)(2)(C) of the Social Security Act, including whether the drug is excluded from the statutory definition of a line extension on the basis of being an abuse-deterrent formulation (ADF). If a labeler is seeking an ADF exclusion, a value of R will appear in this field. Note: If a Line Extension Drug Indicator has not been reported for an NDC, this field will be blank. Valid Values: Y = Yes N = No (i.e., neither LE nor ADF) R = Request for ADF Exclusion E = Excluded (Due to ADF) Note: This value may only be assigned by CMS"
Newly Reported Drugs Data Dictionary,fda_approval_date,"FDA Approval Date: NDA (including Authorized Generic), ANDA or BLA approval date. For covered outpatient drugs for which the FDA does not require approval, the FDA Approval Date will be 09/30/1990, or, if the drug was first marketed after 09/30/1990, the actual date the drug was first marketed."
Newly Reported Drugs Data Dictionary,market_date,"Market Date: For S, I, and N drugs marketed under an FDA-approved application (e.g. BLA, NDA, ANDA), the earliest date the drug was first marketed under the application number by any labeler. For drugs marketed without an FDA-approved application (e.g. OTC monograph, unapproved drug), the earliest date the drug was first marketed by any labeler. For all drugs (i.e., those marketed with or without an FDA-approved application), if a drug was purchased or otherwise acquired from another labeler, the Market Date should be equal to the Market Date of the original product. If a Market Date falls on a date that is earlier than 9/30/1990, CMS will change it to 9/30/1990 in the Medicaid Drug Programs (MDP) system since dates earlier than the start of the Drug Rebate Program have no bearing on the program."
Newly Reported Drugs Data Dictionary,unit_type,Unit Type: One of the 10 unit types by which a drug may be dispensed. 3-character field; left-justified; blank-filled for Unit Type values with fewer than 3 characters. Valid Values: AHF = Injectable Anti-Hemophilic Factor CAP = Capsule EA = Each GM = Gram MCI = Millicurie ML = Milliliter UCI = Microcurie SUP = Suppository TAB = Tablet TDP = Transdermal patch
Newly Reported Drugs Data Dictionary,unit_per_package_size,"Units Per Package Size: The total number of units in the smallest dispensable amount for the 11-digit NDC. Numeric values; 11-digit field: 7 whole numbers, the decimal point (.') and 3 decimal places; right-justified; zero-padded for UPPS values with fewer than 11 digits."
Newly Reported Drugs Data Dictionary,therapeutic_equivalent_code,"Therapeutic Equivalence Code (TEC): FDA-assigned Therapeutic Equivalence Codes as found in the FDA's Orange Book: Approved Drug Products with Therapeutic Equivalence Evaluations. Alpha-numeric values; 2-digit field. Valid Values: AA = Products in Conventional Dosage Forms Not Presenting Bioequivalence Problems AB = Products Meeting Necessary Bioequivalence Requirements assigned an FDA TEC of AB, or AB1 through AB9 AN = Solutions and Powders for Aerosolization AO = Injectable Oil Solutions AP = Injectable Aqueous Solutions and, in Certain Instances, Intravenous Non-Aqueous AT = Topical Products BC = Extended-Release Dosage Forms (Capsules, Injectables, and Tablets) BD = Active Ingredients and Dosage Form With Documented Bioequivalence Problems BE = Delayed-Release Oral Dosage Forms BN = Products in Aerosol-Nebulizer Drug Delivery Systems BP = Active Ingredients and Dosage Forms with Potential Bioequivalence Problems BR = Suppositories or Enemas That Deliver Drugs for Systemic Absorption BS = Products Having Drug Standard Deficiencies BT = Topical Products with Bioequivalence Issues BX = Drug Products for Which the Data Are Insufficient To Determine Therapeutic Equivalence NR = Not Rated"
Newly Reported Drugs Data Dictionary,5i_indicator,"The 5i Drug Indicator specifies whether or not the product is a 5i drug (i.e., inhaled, instilled, implanted, injected, or infused).  (Y or N)"
Newly Reported Drugs Data Dictionary,purchased_product_date,"Purchased Product Date (PPD): The date the company currently holding legal title to the NDC first markets the drug under this NDC (this date can result, for example, from the purchase of an NDC from one company by another company, the re-designation of an NDC from one of a company's labeler codes to another of that same company's labeler codes, cross-licensing arrangements, etc.). Zero or blank-filled for drugs without Purchased Product Dates."
Newly Reported Drugs Data Dictionary,coverage_effective_date,The Coverage Effective Date field reflects the date on which a product is first eligible for coverage under the MDRP.
Newly Reported Drugs Data Dictionary,drug_termination_date,Termination Date: The date on which the drug was withdrawn from market or the drug's last lot expiration date.
Newly Reported Drugs Data Dictionary,drug_reactivation_date,Reactivation Date: The date on which a terminated product is re-introduced to the market.
Newly Reported Drugs Data Dictionary,date_reported_to_cms,Date Reported to CMS: The date on which the product was initially reported to CMS via MDP
Division of Pharmacy Releases Index data dictionary,type_of_release,"""Manufacturer Release"" or ""State Release"""
Division of Pharmacy Releases Index data dictionary,release_no.,Chronological number assigned to release
Division of Pharmacy Releases Index data dictionary,release_date,Date on which the release was published
Division of Pharmacy Releases Index data dictionary,description ,Description of release
Division of Pharmacy Releases Index data dictionary,keywords,Keywords associated with release
Blood Disorders Data Dictionary,blood_disorder_product_group,Identifies the blood disorder products.
Blood Disorders Data Dictionary,aac_non340b_a,The average acquisition cost per unit.
Blood Disorders Data Dictionary,wac_b,The wholesale acquisition cost per unit.
Blood Disorders Data Dictionary,wac_equivalence_to_aac_ab__1,The percent difference between the wholesale acquisition cost and the average acquisition cost per unit.
Blood Disorders Data Dictionary,awp_c,The average wholesale price.
Blood Disorders Data Dictionary,awp_equivalence_to_aac_ac__1,The percent difference between the average wholesale price and the average acquisition cost per unit.
Blood Disorders Data Dictionary,awp__16_d,The average wholesale price minus 16%.
Blood Disorders Data Dictionary,awp__16_equivalence_to_aac_ad__1,The percent difference between the average wholesale price minus 16% and the average acquisition cost per unit.
Blood Disorders Data Dictionary,medicare_allowable_asp__6__0238_per_unit_e,The average sales price posted by CMS plus the clotting factor furnishing fee.
Blood Disorders Data Dictionary,medicare_allowable_equivalence_to_aac_ae__1,The percent difference between the average sales price posted by CMS plus the clotting factor furnishing fee and the average wholesale price.
Blood Disorders Data Dictionary,asp__6_f,The average sales price posted by CMS.
Blood Disorders Data Dictionary,asp__6_equivalence_to_aac_af__1,The percent difference between average sales price posted by CMS to the average acquisition cost per unit.
Exclusively Pediatric Data Dictionary,ndc_1,"Labeler Code. Numeric values, zero-padded 5-digit field."
Exclusively Pediatric Data Dictionary,ndc_2,"Product Code. Alpha-numeric values, zero-padded 4-digit field."
Exclusively Pediatric Data Dictionary,ndc_3,"Package Size. Alpha-numeric values, zero-padded 2-digit field."
Exclusively Pediatric Data Dictionary,labeler_name,"Manufacturer name. Alpha-numeric values, first 40 letters of labeler name."
Exclusively Pediatric Data Dictionary,product_name,FDA Product Name
Exclusively Pediatric Data Dictionary,effective_quarter,Effective quarter in MDRP
Exclusively Pediatric Data Dictionary,termination_date,Termination Date
Clotting Factor Drug Report Data Dictionary,ndc_1,"Labeler Code. Numeric values, zero-padded 5-digit field."
Clotting Factor Drug Report Data Dictionary,ndc_2,"Product Code. Alpha-numeric values, zero-padded 4-digit field."
Clotting Factor Drug Report Data Dictionary,ndc_3,"Package Size. Alpha-numeric values, zero-padded 2-digit field."
Clotting Factor Drug Report Data Dictionary,labeler_name,"Manufacturer name. Alpha-numeric values, first 40 letters of labeler name."
Clotting Factor Drug Report Data Dictionary,product_name,FDA Product Name
Clotting Factor Drug Report Data Dictionary,effective_quarter,Effective quarter in MDRP
Clotting Factor Drug Report Data Dictionary,termination_date,Termination Date
Enrollment PUF (program information by month) Data Dictionary,state,State.
Enrollment PUF (program information by month) Data Dictionary,month,Month of TAF data (YYYYMM).
Enrollment PUF (program information by month) Data Dictionary,program_type,"Program Type (Medicaid, CHIP, or unknown)."
Enrollment PUF (program information by month) Data Dictionary,count_enrolled,Number of Medicaid and CHIP beneficiaries enrolled in each program type in the month.
Enrollment PUF (program information by month) Data Dictionary,dq_unusable,Flag for states with unusable TAF data quality or high concern data quality on one or more adapted measures based on DQ Atlas thresholds.
Enrollment PUF (program information by year) Data Dictionary,state,State.
Enrollment PUF (program information by year) Data Dictionary,year,Year of TAF data.
Enrollment PUF (program information by year) Data Dictionary,program_type,"Program Type (Medicaid, CHIP, or unknown)."
Enrollment PUF (program information by year) Data Dictionary,count_ever_enrolled,Number of Medicaid and CHIP beneficiaries ever enrolled in each program type over the year (duplicated count).
Enrollment PUF (program information by year) Data Dictionary,count_last_month_enrollment,Number of Medicaid and CHIP beneficiaries enrolled in each program type as of an individual's last month of enrollment (unduplicated count).
Enrollment PUF (program information by year) Data Dictionary,average_enrollment_per_month,Average monthly enrollment in each program type over the year.
Enrollment PUF (program information by year) Data Dictionary,dq_unusable,Flag for states with unusable TAF data quality or high concern data quality on one or more adapted measures based on DQ Atlas thresholds.
Enrollment PUF (benefit package by month) Data Dictionary,state,State.
Enrollment PUF (benefit package by month) Data Dictionary,month,Month of TAF data (YYYYMM).
Enrollment PUF (benefit package by month) Data Dictionary,benefit_package,"Type of Medicaid and CHIP benefit package (full-scope, comprehensive, limited, or unknown)."
Enrollment PUF (benefit package by month) Data Dictionary,count_enrolled,Number of Medicaid and CHIP beneficiaries by benefit package in month.
Enrollment PUF (benefit package by month) Data Dictionary,dq_unusable,Flag for states with unusable TAF data quality or high concern data quality on one or more adapted measures based on DQ Atlas thresholds.
Enrollment PUF (benefit package by year) Data Dictionary,state,State.
Enrollment PUF (benefit package by year) Data Dictionary,year,Year of TAF data.
Enrollment PUF (benefit package by year) Data Dictionary,benefit_package,"Type of Medicaid and CHIP benefit package (full-scope, comprehensive, limited, or unknown)."
Enrollment PUF (benefit package by year) Data Dictionary,count_ever_enrolled,Number of Medicaid and CHIP beneficiaries ever enrolled in each benefit package over the year (duplicated count).
Enrollment PUF (benefit package by year) Data Dictionary,count_last_month_enrollment,Number of Medicaid and CHIP beneficiaries enrolled in each benefit package as of an individual's last month of enrollment (unduplicated count).
Enrollment PUF (benefit package by year) Data Dictionary,average_enrollment_per_month,Average monthly enrollment in each benefit package over the year.
Enrollment PUF (benefit package by year) Data Dictionary,dq_unusable,Flag for states with unusable TAF data quality or high concern data quality on one or more adapted measures based on DQ Atlas thresholds.
Enrollment PUF (dual status information by month) Data Dictionary,state,State.
Enrollment PUF (dual status information by month) Data Dictionary,month,Month of TAF data (YYYYMM).
Enrollment PUF (dual status information by month) Data Dictionary,dual_status,"Dual eligibility status for Medicaid and Medicare (full dual eligibility, partial dual eligibility, or not dually eligible)."
Enrollment PUF (dual status information by month) Data Dictionary,count_enrolled,Number of Medicaid and CHIP beneficiaries enrolled by dual eligibility status in the month.
Enrollment PUF (dual status information by month) Data Dictionary,dq_unusable,Flag for states with unusable TAF data quality or high concern data quality on one or more adapted measures based on DQ Atlas thresholds.
Enrollment PUF (dual status information by year) Data Dictionary,state,State.
Enrollment PUF (dual status information by year) Data Dictionary,year,Year of TAF data.
Enrollment PUF (dual status information by year) Data Dictionary,dual_status,"Dual eligibility status for Medicaid and Medicare (full dual eligibility, partial dual eligibility, or not dually eligible)."
Enrollment PUF (dual status information by year) Data Dictionary,count_ever_enrolled,Number of Medicaid and CHIP beneficiaries ever enrolled by dual eligibility status over the year (duplicated count).
Enrollment PUF (dual status information by year) Data Dictionary,count_last_month_enrollment,Number of Medicaid and CHIP beneficiaries enrolled by dual eligibility status as of an individual's last month of enrollment (unduplicated count).
Enrollment PUF (dual status information by year) Data Dictionary,average_enrollment_per_month,Average monthly enrollment by dual eligibility status over the year.
Enrollment PUF (dual status information by year) Data Dictionary,dq_unusable,Flag for states with unusable TAF data quality or high concern data quality on one or more adapted measures based on DQ Atlas thresholds.
Enrollment PUF (major eligibility group information by month) Data Dictionary,state,State.
Enrollment PUF (major eligibility group information by month) Data Dictionary,month,Month of TAF data (YYYYMM).
Enrollment PUF (major eligibility group information by month) Data Dictionary,major_eligibility_group,"Medicaid and CHIP major eligibility group (children, adult expansion group, adult, aged, persons with disabilities, or COVID newly-eligible)."
Enrollment PUF (major eligibility group information by month) Data Dictionary,count_enrolled,Number of Medicaid and CHIP beneficiaries enrolled in each major eligibility group in the month.
Enrollment PUF (major eligibility group information by month) Data Dictionary,dq_unusable,Flag for states with unusable TAF data quality or high concern data quality on one or more adapted measures based on DQ Atlas thresholds.
Enrollment PUF (major eligibility group information by year) Data Dictionary,state,State.
Enrollment PUF (major eligibility group information by year) Data Dictionary,year,Year of TAF data.
Enrollment PUF (major eligibility group information by year) Data Dictionary,major_eligibility_group,"Medicaid and CHIP major eligibility group (children, adult expansion group, adult, aged, persons with disabilities, or COVID newly-eligible)."
Enrollment PUF (major eligibility group information by year) Data Dictionary,count_ever_enrolled,Number of Medicaid and CHIP beneficiaries ever enrolled in each major eligibility group over the year (duplicated count).
Enrollment PUF (major eligibility group information by year) Data Dictionary,count_last_month_enrollment,Number of Medicaid and CHIP beneficiaries enrolled in each major eligibility group as of an individual's last month of enrollment (unduplicated count).
Enrollment PUF (major eligibility group information by year) Data Dictionary,average_enrollment_per_month,Average monthly enrollment in each major eligibility group over the year.
Enrollment PUF (major eligibility group information by year) Data Dictionary,dq_unusable,Flag for states with unusable TAF data quality or high concern data quality on one or more adapted measures based on DQ Atlas thresholds.
Enrollment PUF (managed care information by month) Data Dictionary,state,State.
Enrollment PUF (managed care information by month) Data Dictionary,month,Month of TAF data (YYYYMM).
Enrollment PUF (managed care information by month) Data Dictionary,managed_care_participation,"Managed care participation (comprehensive managed care, primary care case management, MLTSS (including PACE), behavioral health organizations, nonmedical prepaid health plans, medical-only prepaid health plans, and other)."
Enrollment PUF (managed care information by month) Data Dictionary,count_enrolled,Number of Medicaid and CHIP beneficiaries enrolled in each managed care participation category in the month.
Enrollment PUF (managed care information by month) Data Dictionary,dq_unusable,Flag for states with unusable TAF data quality or high concern data quality on one or more adapted measures based on DQ Atlas thresholds.
Enrollment PUF (managed care information by year) Data Dictionary,state,State.
Enrollment PUF (managed care information by year) Data Dictionary,year,Year of TAF data.
Enrollment PUF (managed care information by year) Data Dictionary,managed_care_participation,"Managed care participation (comprehensive managed care, primary care case management, MLTSS (including PACE), behavioral health organizations, nonmedical prepaid health plans, medical-only prepaid health plans, and other)."
Enrollment PUF (managed care information by year) Data Dictionary,count_ever_enrolled,Number of Medicaid and CHIP beneficiaries ever enrolled in each managed care participation category over the year (duplicated count).
Enrollment PUF (managed care information by year) Data Dictionary,count_last_month_enrollment,Number of Medicaid and CHIP beneficiaries enrolled in each managed care participation category as of an individua's last month of enrollment (unduplicated count).
Enrollment PUF (managed care information by year) Data Dictionary,average_enrollment_per_month,Average monthly enrollment in each managed care participation category over the year.
Enrollment PUF (managed care information by year) Data Dictionary,dq_unusable,Flag for states with unusable TAF data quality or high concern data quality on one or more adapted measures based on DQ Atlas thresholds.
Service Use PUF (Behavioral Health Services) Data Dictionary,state,State.
Service Use PUF (Behavioral Health Services) Data Dictionary,year,Year of TAF data.
Service Use PUF (Behavioral Health Services) Data Dictionary,month,Month of TAF data (YYYYMM format).
Service Use PUF (Behavioral Health Services) Data Dictionary,condition,Condition for acute care services (any condition or COVID-19).
Service Use PUF (Behavioral Health Services) Data Dictionary,behavioral_health_service,"Behavioral health services (emergency department services, inpatient services, intensive outpatient/partial hospitalizations, outpatient services, or services delivered through telehealth)."
Service Use PUF (Behavioral Health Services) Data Dictionary,service_count,Number of acute care services received by Medicaid and CHIP beneficiaries.
Service Use PUF (Behavioral Health Services) Data Dictionary,rate_per_1000_beneficiaries,"Rate of acute care services per 1,000 Medicaid and CHIP beneficiaries."
Service Use PUF (Behavioral Health Services) Data Dictionary,data_quality,Flag for states with unusable TAF data quality or high concern data quality on one or more adapted measures based on DQ Atlas thresholds.
Service Use PUF (Blood Lead Screening Services) Data Dictionary,state,State.
Service Use PUF (Blood Lead Screening Services) Data Dictionary,year,Year of TAF data.
Service Use PUF (Blood Lead Screening Services) Data Dictionary,month,Month of TAF data (YYYYMM format).
Service Use PUF (Blood Lead Screening Services) Data Dictionary,condition,Condition for acute care services (any condition or COVID-19).
Service Use PUF (Blood Lead Screening Services) Data Dictionary,blood_lead_screening_service,Blood lead screening service.
Service Use PUF (Blood Lead Screening Services) Data Dictionary,service_count,Number of acute care services received by Medicaid and CHIP beneficiaries.
Service Use PUF (Blood Lead Screening Services) Data Dictionary,rate_per_1000_beneficiaries,"Rate of acute care services per 1,000 Medicaid and CHIP beneficiaries."
Service Use PUF (Blood Lead Screening Services) Data Dictionary,data_quality,Flag for states with unusable TAF data quality or high concern data quality on one or more adapted measures based on DQ Atlas thresholds.
Service Use PUF (Health Screening Services) Data Dictionary,state,State.
Service Use PUF (Health Screening Services) Data Dictionary,year,Year of TAF data.
Service Use PUF (Health Screening Services) Data Dictionary,month,Month of TAF data (YYYYMM format).
Service Use PUF (Health Screening Services) Data Dictionary,condition,Condition for acute care services (any condition or COVID-19).
Service Use PUF (Health Screening Services) Data Dictionary,screening_services,Child screening service.
Service Use PUF (Health Screening Services) Data Dictionary,service_count,Number of acute care services received by Medicaid and CHIP beneficiaries.
Service Use PUF (Health Screening Services) Data Dictionary,rate_per_1000_beneficiaries,"Rate of acute care services per 1,000 Medicaid and CHIP beneficiaries."
Service Use PUF (Health Screening Services) Data Dictionary,data_quality,Flag for states with unusable TAF data quality or high concern data quality on one or more adapted measures based on DQ Atlas thresholds.
Service Use PUF (Contraceptive Care Services) Data Dictionary,state,State.
Service Use PUF (Contraceptive Care Services) Data Dictionary,year,Year of TAF data.
Service Use PUF (Contraceptive Care Services) Data Dictionary,month,Month of TAF data (YYYYMM format).
Service Use PUF (Contraceptive Care Services) Data Dictionary,contraceptive_type,Type of contraceptive (any contraceptives and long-acting reversible contraceptives).
Service Use PUF (Contraceptive Care Services) Data Dictionary,service_count,Number of acute care services received by Medicaid and CHIP beneficiaries.
Service Use PUF (Contraceptive Care Services) Data Dictionary,rate_per_1000_beneficiaries,"Rate of acute care services per 1,000 Medicaid and CHIP beneficiaries."
Service Use PUF (Contraceptive Care Services) Data Dictionary,data_quality,Flag for states with unusable TAF data quality or high concern data quality on one or more adapted measures based on DQ Atlas thresholds.
Service Use PUF (Telehealth Services) Data Dictionary,state,State.
Service Use PUF (Telehealth Services) Data Dictionary,year,Year of TAF data.
Service Use PUF (Telehealth Services) Data Dictionary,month,Month of TAF data (YYYYMM format).
Service Use PUF (Telehealth Services) Data Dictionary,telehealth_type,"Telehealth service (live audio/video, remote patient monitoring, store and forward, and other telehealth)."
Service Use PUF (Telehealth Services) Data Dictionary,service_type,All.
Service Use PUF (Telehealth Services) Data Dictionary,service_count,Number of acute care services received by Medicaid and CHIP beneficiaries.
Service Use PUF (Telehealth Services) Data Dictionary,rate_per_1000_beneficiaries,"Rate of acute care services per 1,000 Medicaid and CHIP beneficiaries."
Service Use PUF (Telehealth Services) Data Dictionary,data_quality,Flag for states with unusable TAF data quality or high concern data quality on one or more adapted measures based on DQ Atlas thresholds.
Service Use PUF (Vaccinations Provided) Data Dictionary,state,State.
Service Use PUF (Vaccinations Provided) Data Dictionary,year,Year of TAF data.
Service Use PUF (Vaccinations Provided) Data Dictionary,month,Month of TAF data (YYYYMM format).
Service Use PUF (Vaccinations Provided) Data Dictionary,vaccine_type,"Type of vaccinations (Chickenpox, DTaP, HPV, Hepatitis A, Hepatitis B, Influenza, MMR, Meningococcal, Meningococcal B, Pneumococcal conjugate, Pneumococcal polysaccharide, Polio, Rotavirus, Tdap, and all vaccinations)."
Service Use PUF (Vaccinations Provided) Data Dictionary,service_count,Number of acute care services received by Medicaid and CHIP beneficiaries.
Service Use PUF (Vaccinations Provided) Data Dictionary,rate_per_1000_beneficiaries,"Rate of acute care services per 1,000 Medicaid and CHIP beneficiaries."
Service Use PUF (Vaccinations Provided) Data Dictionary,data_quality,Flag for states with unusable TAF data quality or high concern data quality on one or more adapted measures based on DQ Atlas thresholds.
"Number and rate of NAS per 1,000 births in newborns whose deliveries were covered by Medicaid or CHIP, 2017 - 2021",state,State.
"Number and rate of NAS per 1,000 births in newborns whose deliveries were covered by Medicaid or CHIP, 2017 - 2021",year,Year of TAF data.
"Number and rate of NAS per 1,000 births in newborns whose deliveries were covered by Medicaid or CHIP, 2017 - 2021",number_of_beneficiaries,Number of Medicaid and CHIP beneficiaries with each pregnancy or delivery outcome.
"Number and rate of NAS per 1,000 births in newborns whose deliveries were covered by Medicaid or CHIP, 2017 - 2021",rate_per_1000_births,"Rate of neonatal abstinence syndrome per 1,000 newborns whose deliveries were covered by Medicaid or CHIP."
"Number and rate of NAS per 1,000 births in newborns whose deliveries were covered by Medicaid or CHIP, 2017 - 2021",data_quality,Flag for states with unusable TAF data quality or high concern data quality on one or more measures based on DQ Atlas thresholds.
"Number and rate of SMM among Medicaid- and CHIP-covered deliveries, 2017 - 2021",state,State.
"Number and rate of SMM among Medicaid- and CHIP-covered deliveries, 2017 - 2021",year,Year of TAF data.
"Number and rate of SMM among Medicaid- and CHIP-covered deliveries, 2017 - 2021",condition,Delivery and severe maternal morbidity condition status of Medicaid and CHIP beneficiaries (delivery or any SMM).
"Number and rate of SMM among Medicaid- and CHIP-covered deliveries, 2017 - 2021",number_of_beneficiaries,Number of Medicaid and CHIP beneficiaries with a delivery or any SMM condition.
"Number and rate of SMM among Medicaid- and CHIP-covered deliveries, 2017 - 2021",rate_of_smm_conditions_per_10000_deliveries,"Rate of SMM conditions per 10,000 deliveries covered by Medicaid or CHIP."
"Number and rate of SMM among Medicaid- and CHIP-covered deliveries, 2017 - 2021",data_quality,Flag for states with unusable TAF data quality or high concern data quality on one or more measures based on DQ Atlas thresholds.
"Beneficiaries who could benefit from integrated care, 2017-2021",state,State.
"Beneficiaries who could benefit from integrated care, 2017-2021",year,Year of TAF data.
"Beneficiaries who could benefit from integrated care, 2017-2021",population,"Population of beneficiaries who could benefit from different levels of integrated care [(1) Beneficiaries who received services for a behavioral health (BH) condition, (2) Beneficiaries who received services for a BH condition who also received services for a select physical health condition (subset of population 1), and (3) Beneficiaries prescribed medications for substance use disorders who do not have a medical claim for a BH condition (subset of population 1)]."
"Beneficiaries who could benefit from integrated care, 2017-2021",number_of_beneficiaries,Number of Medicaid and CHIP beneficiaries in each population who could benefit from different levels of integrated care.
"Beneficiaries who could benefit from integrated care, 2017-2021",data_quality,Flag for states with unusable TAF data quality or high concern data quality on one or more measures based on DQ Atlas thresholds.
"Beneficiaries receiving a physical health service among beneficiaries receiving a SUD service by physical health cond, 2017-2021",state,State.
"Beneficiaries receiving a physical health service among beneficiaries receiving a SUD service by physical health cond, 2017-2021",year,Year of TAF data.
"Beneficiaries receiving a physical health service among beneficiaries receiving a SUD service by physical health cond, 2017-2021",category,All.
"Beneficiaries receiving a physical health service among beneficiaries receiving a SUD service by physical health cond, 2017-2021",category_value,All.
"Beneficiaries receiving a physical health service among beneficiaries receiving a SUD service by physical health cond, 2017-2021",condition,Physical health or any SUD condition.
"Beneficiaries receiving a physical health service among beneficiaries receiving a SUD service by physical health cond, 2017-2021",number_of_beneficiaries,"Number of Medicaid and CHIP beneficiaries who received a physical health service among beneficiaries who received an SUD service, by physical health condition."
"Beneficiaries receiving a physical health service among beneficiaries receiving a SUD service by physical health cond, 2017-2021",percent_of_beneficiaries_with_specific_condition_out_of_tho_4b9a,"Percent of Medicaid and CHIP beneficiaries who received a physical health service among beneficiaries who received an SUD service, by physical health condition."
"Beneficiaries receiving a physical health service among beneficiaries receiving a SUD service by physical health cond, 2017-2021",data_quality,Flag for states with unusable TAF data quality or high concern data quality on one or more measures based on DQ Atlas thresholds.
Unwinding: Medicaid and CHIP CAA Reporting Metrics,state,State.
Unwinding: Medicaid and CHIP CAA Reporting Metrics,reporting_period,The data reporting month.
Unwinding: Medicaid and CHIP CAA Reporting Metrics,release_date,The month in which the data was released.
Unwinding: Medicaid and CHIP CAA Reporting Metrics,metric_name,Name of the metric.
Unwinding: Medicaid and CHIP CAA Reporting Metrics,value,Data value associated with the metric.
Unwinding: Medicaid and CHIP CAA Reporting Metrics,data_notes,Data notes.
Unwinding: HealthCare.gov Transitions Marketplace Medicaid Unwinding Report,state,State.
Unwinding: HealthCare.gov Transitions Marketplace Medicaid Unwinding Report,data_record_note,Indicates the population for whom the metric was calculated.
Unwinding: HealthCare.gov Transitions Marketplace Medicaid Unwinding Report,metric,Metric name.
Unwinding: HealthCare.gov Transitions Marketplace Medicaid Unwinding Report,time_period,The data reporting month.
Unwinding: HealthCare.gov Transitions Marketplace Medicaid Unwinding Report,release_through,The month in which the data is released.
Unwinding: HealthCare.gov Transitions Marketplace Medicaid Unwinding Report,count_of_individuals_whose_medicaid_or_chip_coverage_was_te_dd11,Count of individuals whose Medicaid or CHIP coverage was terminated in the data reporting month.
Unwinding: HealthCare.gov Transitions Marketplace Medicaid Unwinding Report,percentage_of_individuals_whose_medicaid_or_chip_coverage_w_da6e,Percentage of individuals whose Medicaid or CHIP coverage was terminated in the data reporting month.
Unwinding: HealthCare.gov Transitions Marketplace Medicaid Unwinding Report,cumulative_count_of_individuals_whose_medicaid_or_chip_cove_28d9,Cumulative Count of individuals whose Medicaid or CHIP coverage was terminated in all months.
Unwinding: HealthCare.gov Transitions Marketplace Medicaid Unwinding Report,cumulative_percentage_of_individuals_whose_medicaid_or_chip_6ac2,Cumulative Percentage of individuals whose Medicaid or CHIP coverage was terminated in all months.
Unwinding: State-based Marketplace (SBM) Medicaid Unwinding Report,state,State.
Unwinding: State-based Marketplace (SBM) Medicaid Unwinding Report,metric,Metric name.
Unwinding: State-based Marketplace (SBM) Medicaid Unwinding Report,[month]_[YYYY]_count,Count of individuals in the reporting month.
Unwinding: State-based Marketplace (SBM) Medicaid Unwinding Report,[month]_[YYYY]_percentage_applications,Percentages shown are of consumers on applications whose Medicaid/CHIP coverage was denied or terminated following renewal during the reporting period month.
Unwinding: State-based Marketplace (SBM) Medicaid Unwinding Report,[month]_[YYYY]_percentage_account_transfers,Percentages shown are of consumers on account transfers whose Medicaid/CHIP coverage was denied or terminated following renewal during the reporting period month.
Unwinding: HealthCare.gov Marketplace Medicaid Unwinding Report,state,State.
Unwinding: HealthCare.gov Marketplace Medicaid Unwinding Report,metric,Metric name.
Unwinding: HealthCare.gov Marketplace Medicaid Unwinding Report,[month]_[YYYY]_net_count,Net counts show the difference between the cumulative counts through a given reporting month and previous reporting months.
Unwinding: HealthCare.gov Marketplace Medicaid Unwinding Report,[month]_[YYYY]_net_percentage,Net percentage in the reporting month.
Unwinding: HealthCare.gov Marketplace Medicaid Unwinding Report,[month]_[YYYY]_cumulative_count,Cumulative counts show the number of unique consumers from the included population who had a Marketplace application submitted or a HealthCare.gov Marketplace policy on or after the start of each state's first reporting month through the latest reporting month.
Unwinding: HealthCare.gov Marketplace Medicaid Unwinding Report,[month]_cumulative_[YYYY]_percentage,Cumulative percentage in the reporting month.
Unwinding: Separate CHIP Enrollment by Month and State,state,State.
Unwinding: Separate CHIP Enrollment by Month and State,reporting_period,The data reporting month.
Unwinding: Separate CHIP Enrollment by Month and State,release_date,The month in which the data was released.
Unwinding: Separate CHIP Enrollment by Month and State,value,State submitted value.
Unwinding: Separate CHIP Enrollment by Month and State,data_notes,Data notes.
Medicaid CMS-64 CAA 2023 Increased FMAP Expenditure Data Collected through MBES/CBES - Data Dictionary-12112024,state,"State of the United States, the District of Columbia, the Commonwealth of Puerto Rico, the Commonwealth of the Northern Mariana Islands, American Samoa, Guam, and the Virgin Islands. It includes any agency, instrumentality, or fiscal agent of a State that is legally and fiscally dependent on the State Executive, State Treasurer, or State Comptroller."
Medicaid CMS-64 CAA 2023 Increased FMAP Expenditure Data Collected through MBES/CBES - Data Dictionary-12112024,total_computable_all_medical_assistance_expenditures,The federal funds (federal financial participation) and state funds paid by the state for providing Medicaid services and administering the Medicaid program.
Medicaid CMS-64 CAA 2023 Increased FMAP Expenditure Data Collected through MBES/CBES - Data Dictionary-12112024,total_federal_share_all_medical_assistance_expenditures,The federal financial participation paid to a state for providing Medicaid services and administering the Medicaid program.
Medicaid CMS-64 CAA 2023 Increased FMAP Expenditure Data Collected through MBES/CBES - Data Dictionary-12112024,total_federal_share_caa_2023_fy_2023_q3_fmap_+5%,"The federal financial participation related  to only the temporary 5.0 percentage point increase authorized by the Consolidated Appropriations Act (CAA), 2023 Section 5131 paid to a state in the third quarter (Q3) of FY 2023 for providing Medicaid services."
